Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
41.0,0,3,36,16.0,200000.0,1,9,0
34.0,1,2,24,8.0,100000.0,4,5,0
24.0,0,1,111,2.0,55000.0,1,3,0
36.0,1,3,27,12.0,170000.0,2,4,1
30.0,0,1,112,5.0,90000.0,4,0,0
29.0,1,1,52,4.0,80000.0,1,9,0
42.0,1,2,88,14.0,180000.0,4,9,0
26.0,1,1,111,2.0,60000.0,2,4,0
35.0,0,2,24,9.0,120000.0,4,9,0
28.0,1,2,128,5.0,80000.0,3,1,0
30.0,0,1,56,4.0,60000.0,1,9,0
25.0,1,1,128,2.0,50000.0,2,9,0
45.0,0,2,63,18.0,160000.0,1,1,1
33.0,1,3,39,9.0,120000.0,0,1,0
22.0,0,0,57,0.0,40000.0,4,5,0
36.0,1,1,128,10.0,100000.0,0,2,0
29.0,0,2,57,4.0,75000.0,1,3,1
42.0,1,3,39,16.0,140000.0,0,2,0
27.0,0,1,56,2.0,50000.0,0,2,0
38.0,1,2,63,11.0,110000.0,3,1,1
24.0,0,1,128,1.0,45000.0,4,5,0
31.0,1,0,128,4.0,55000.0,3,7,0
39.0,0,3,39,13.0,130000.0,4,1,0
26.0,1,1,57,2.0,50000.0,2,9,0
32.0,0,2,57,7.0,80000.0,4,9,1
32.0,1,1,128,2.0,45000.0,2,9,0
24.0,0,0,57,1.0,32000.0,4,5,0
45.0,1,3,63,12.0,120000.0,4,1,1
29.0,0,2,128,4.0,65000.0,4,9,0
38.0,1,1,57,8.0,95000.0,2,9,1
27.0,0,2,39,5.0,80000.0,4,9,0
31.0,0,0,56,3.0,38000.0,1,9,0
42.0,1,2,128,10.0,110000.0,1,9,0
26.0,0,1,128,2.0,45000.0,4,9,0
36.0,1,2,57,7.0,89000.0,1,3,1
28.0,1,0,57,1.0,32000.0,4,5,0
33.0,0,1,128,5.0,70000.0,3,8,0
46.0,1,3,39,15.0,150000.0,0,2,0
25.0,0,1,128,1.0,40000.0,0,2,0
37.0,0,2,63,9.0,105000.0,0,9,1
30.0,1,2,128,4.0,65000.0,4,9,0
43.0,0,3,39,14.0,140000.0,3,8,0
34.0,1,1,128,3.0,50000.0,0,1,0
26.0,0,0,57,2.0,35000.0,4,9,0
41.0,1,2,57,11.0,115000.0,2,4,1
29.0,0,2,128,5.0,70000.0,0,9,0
35.0,1,1,128,6.0,80000.0,4,9,0
27.0,0,0,56,1.0,30000.0,0,2,0
40.0,1,3,39,13.0,135000.0,1,3,0
23.0,0,1,128,1.0,40000.0,0,9,0
39.0,1,2,57,10.0,105000.0,4,1,1
31.0,1,0,57,2.0,35000.0,1,9,0
44.0,0,3,63,12.0,120000.0,2,4,1
28.0,1,2,128,3.0,55000.0,3,9,0
32.0,0,1,128,2.0,45000.0,1,1,0
45.0,1,2,39,14.0,140000.0,1,1,0
26.0,0,1,128,3.0,55000.0,0,1,0
38.0,1,3,63,11.0,115000.0,0,9,1
27.0,0,2,57,4.0,70000.0,1,9,1
33.0,1,0,56,3.0,38000.0,0,2,0
42.0,0,2,39,13.0,135000.0,2,4,0
29.0,1,1,128,2.0,45000.0,1,9,0
36.0,0,2,128,7.0,85000.0,1,3,0
30.0,1,0,57,1.0,32000.0,4,1,0
43.0,0,3,63,15.0,150000.0,3,8,1
34.0,1,1,128,4.0,65000.0,1,9,0
25.0,0,2,57,1.0,32000.0,4,1,0
37.0,1,3,39,12.0,120000.0,3,1,0
24.0,0,1,128,1.0,40000.0,0,2,0
39.0,1,2,57,9.0,95000.0,2,9,1
31.0,1,0,57,2.0,35000.0,4,0,0
44.0,0,3,39,14.0,140000.0,0,9,0
28.0,1,1,128,3.0,55000.0,2,6,0
32.0,0,2,63,6.0,80000.0,2,6,1
45.0,1,3,39,13.0,135000.0,3,1,0
26.0,0,1,128,2.0,45000.0,1,1,0
38.0,1,2,57,8.0,95000.0,4,5,1
27.0,0,0,57,1.0,32000.0,3,9,0
33.0,1,1,128,5.0,70000.0,2,4,0
42.0,0,2,39,12.0,120000.0,1,1,0
29.0,1,2,63,4.0,70000.0,1,1,1
36.0,0,2,128,7.0,85000.0,4,0,0
30.0,1,0,56,2.0,33000.0,0,1,0
43.0,0,3,63,15.0,150000.0,0,1,1
34.0,1,1,128,3.0,50000.0,3,7,0
25.0,0,2,57,1.0,32000.0,3,7,0
37.0,1,3,39,11.0,115000.0,3,1,0
24.0,0,1,128,1.0,40000.0,0,2,0
39.0,1,2,57,10.0,105000.0,3,8,1
31.0,1,0,57,2.0,35000.0,3,7,0
44.0,0,3,39,13.0,135000.0,2,9,0
28.0,1,1,128,4.0,65000.0,3,9,0
32.0,0,2,63,6.0,80000.0,0,9,1
45.0,1,3,39,14.0,140000.0,4,0,0
26.0,0,1,128,2.0,45000.0,2,6,0
38.0,1,2,57,8.0,95000.0,3,8,1
27.0,0,0,57,1.0,32000.0,1,1,0
33.0,1,1,128,5.0,70000.0,3,7,0
42.0,0,2,39,12.0,120000.0,1,9,0
29.0,1,2,63,4.0,70000.0,2,9,1
36.0,0,2,128,7.0,85000.0,3,1,0
30.0,1,0,56,2.0,33000.0,0,2,0
43.0,0,3,63,15.0,150000.0,3,9,1
34.0,1,1,128,3.0,50000.0,0,2,0
25.0,0,2,57,1.0,32000.0,2,4,0
37.0,1,3,39,11.0,115000.0,1,3,0
24.0,0,1,128,1.0,40000.0,4,5,0
39.0,1,2,57,10.0,105000.0,0,9,1
31.0,1,0,57,2.0,35000.0,1,9,0
44.0,0,3,39,13.0,135000.0,3,8,0
28.0,1,1,128,4.0,65000.0,1,9,0
32.0,0,2,63,6.0,80000.0,0,2,1
45.0,1,3,39,14.0,140000.0,3,1,0
26.0,0,1,128,2.0,45000.0,2,6,0
38.0,1,2,57,8.0,95000.0,3,1,1
27.0,0,0,57,1.0,32000.0,0,2,0
33.0,1,1,128,5.0,70000.0,3,1,0
42.0,0,2,39,12.0,120000.0,0,1,0
29.0,1,2,63,4.0,70000.0,3,7,1
36.0,0,2,128,7.0,85000.0,0,1,0
30.0,1,0,56,2.0,33000.0,4,5,0
43.0,0,3,63,15.0,150000.0,1,1,1
34.0,1,1,128,3.0,50000.0,2,4,0
25.0,0,2,57,1.0,32000.0,4,5,0
37.0,1,3,39,11.0,115000.0,2,9,0
24.0,0,1,128,1.0,40000.0,2,4,0
39.0,1,2,57,10.0,105000.0,0,1,1
31.0,1,0,57,2.0,35000.0,0,9,0
44.0,0,3,39,13.0,135000.0,3,9,0
28.0,1,1,128,4.0,65000.0,1,1,0
32.0,0,2,63,6.0,80000.0,0,1,1
45.0,1,3,39,14.0,140000.0,4,9,0
26.0,0,1,128,2.0,45000.0,0,2,0
38.0,1,2,57,8.0,95000.0,4,9,1
27.0,0,0,57,1.0,32000.0,2,4,0
33.0,1,1,128,5.0,70000.0,1,9,0
42.0,0,2,39,12.0,120000.0,2,6,0
29.0,1,2,63,4.0,70000.0,1,3,1
36.0,0,2,128,7.0,85000.0,4,1,0
30.0,1,0,56,2.0,33000.0,3,1,0
43.0,0,3,63,15.0,150000.0,3,7,1
34.0,1,1,128,3.0,50000.0,0,2,0
25.0,0,2,57,1.0,32000.0,1,1,0
37.0,1,3,39,11.0,115000.0,1,1,0
32.0,1,1,128,2.0,45000.0,2,6,0
24.0,0,0,57,1.0,32000.0,2,6,0
45.0,1,3,63,12.0,120000.0,1,3,1
29.0,0,2,128,4.0,65000.0,2,4,0
38.0,1,1,57,8.0,95000.0,3,9,1
27.0,0,2,39,5.0,80000.0,3,9,0
31.0,0,0,56,3.0,38000.0,3,7,0
42.0,1,2,128,10.0,110000.0,3,7,0
26.0,0,1,128,2.0,45000.0,4,9,0
36.0,1,2,57,7.0,89000.0,3,9,1
28.0,1,0,57,1.0,32000.0,0,9,0
33.0,0,1,128,5.0,70000.0,0,2,0
46.0,1,3,39,15.0,150000.0,3,8,0
25.0,0,1,128,1.0,40000.0,1,9,0
37.0,0,2,63,9.0,105000.0,2,6,1
30.0,1,2,128,4.0,65000.0,0,9,0
43.0,0,3,39,14.0,140000.0,2,9,0
34.0,1,1,128,3.0,50000.0,4,1,0
26.0,0,0,57,2.0,35000.0,3,7,0
41.0,1,2,57,11.0,115000.0,4,1,1
29.0,0,2,128,5.0,70000.0,0,9,0
35.0,1,1,128,6.0,80000.0,0,2,0
27.0,0,0,56,1.0,30000.0,2,9,0
40.0,1,3,39,13.0,135000.0,4,0,0
23.0,0,1,128,1.0,40000.0,4,1,0
39.0,1,2,57,10.0,105000.0,3,1,1
31.0,1,0,57,2.0,35000.0,2,9,0
44.0,0,3,63,12.0,120000.0,0,9,1
28.0,1,2,128,3.0,55000.0,1,1,0
32.0,0,1,128,2.0,45000.0,4,0,0
45.0,1,2,39,14.0,140000.0,3,1,0
26.0,0,1,128,3.0,55000.0,1,9,0
38.0,1,3,63,11.0,115000.0,2,4,1
27.0,0,2,57,4.0,70000.0,4,5,1
33.0,1,0,56,3.0,38000.0,2,6,0
42.0,0,2,39,13.0,135000.0,4,1,0
29.0,1,1,128,2.0,45000.0,1,9,0
36.0,0,2,128,7.0,85000.0,3,9,0
30.0,1,0,57,1.0,32000.0,2,6,0
43.0,0,3,63,15.0,150000.0,1,1,1
34.0,1,1,128,4.0,65000.0,4,9,0
25.0,0,2,57,1.0,32000.0,0,1,0
37.0,1,3,39,12.0,120000.0,0,9,0
24.0,0,1,128,1.0,40000.0,3,8,0
39.0,1,2,57,9.0,95000.0,1,9,1
31.0,1,0,57,2.0,35000.0,1,3,0
44.0,0,3,39,14.0,140000.0,4,1,0
28.0,1,1,128,3.0,55000.0,3,8,0
32.0,0,2,63,6.0,80000.0,1,1,1
45.0,1,3,39,13.0,135000.0,2,6,0
26.0,0,1,128,2.0,45000.0,3,9,0
38.0,1,2,57,8.0,95000.0,0,1,1
27.0,0,0,57,1.0,32000.0,3,7,0
33.0,1,1,128,5.0,70000.0,1,9,0
42.0,0,2,39,12.0,120000.0,4,0,0
29.0,1,2,63,4.0,70000.0,2,9,1
36.0,0,2,128,7.0,85000.0,2,4,0
30.0,1,0,56,2.0,33000.0,3,7,0
43.0,0,3,63,15.0,150000.0,4,0,1
34.0,1,1,128,3.0,50000.0,2,4,0
25.0,0,2,57,1.0,32000.0,4,5,0
37.0,1,3,39,11.0,115000.0,4,9,0
24.0,0,1,128,1.0,40000.0,2,4,0
39.0,1,2,57,10.0,105000.0,4,1,1
31.0,1,0,57,2.0,35000.0,0,9,0
44.0,0,3,39,13.0,135000.0,4,0,0
28.0,1,1,128,4.0,65000.0,1,3,0
32.0,0,2,63,6.0,80000.0,1,1,1
45.0,1,3,39,14.0,140000.0,0,2,0
26.0,0,1,128,2.0,45000.0,0,9,0
38.0,1,2,57,8.0,95000.0,4,9,1
27.0,0,0,57,1.0,32000.0,0,9,0
33.0,1,1,128,5.0,70000.0,3,9,0
42.0,0,2,39,12.0,120000.0,1,3,0
29.0,1,2,63,4.0,70000.0,3,7,1
36.0,0,2,128,7.0,85000.0,0,1,0
30.0,1,0,56,2.0,33000.0,0,2,0
43.0,0,3,63,15.0,150000.0,0,1,1
34.0,1,1,128,3.0,50000.0,0,2,0
25.0,0,2,57,1.0,32000.0,1,9,0
37.0,1,3,39,11.0,115000.0,0,9,0
24.0,0,1,128,1.0,40000.0,1,3,0
39.0,1,2,57,10.0,105000.0,0,1,1
31.0,1,0,57,2.0,35000.0,1,9,0
44.0,0,3,39,13.0,135000.0,2,6,0
28.0,1,1,128,4.0,65000.0,4,5,0
32.0,0,2,63,6.0,80000.0,2,9,1
45.0,1,3,39,14.0,140000.0,2,4,0
26.0,0,1,128,2.0,45000.0,0,1,0
38.0,1,2,57,8.0,95000.0,3,8,1
27.0,0,0,57,1.0,32000.0,4,1,0
33.0,1,1,128,5.0,70000.0,0,1,0
42.0,0,2,39,12.0,120000.0,4,0,0
29.0,1,2,63,4.0,70000.0,3,9,1
36.0,0,2,128,7.0,85000.0,3,1,0
30.0,1,0,56,2.0,33000.0,1,1,0
43.0,0,3,63,15.0,150000.0,4,9,1
34.0,1,1,128,3.0,50000.0,3,8,0
25.0,0,2,57,1.0,32000.0,1,1,0
37.0,1,3,39,11.0,115000.0,2,9,0
24.0,0,1,128,1.0,40000.0,2,9,0
39.0,1,2,57,10.0,105000.0,2,9,1
31.0,1,0,57,2.0,35000.0,2,4,0
44.0,0,3,39,13.0,135000.0,3,1,0
28.0,1,1,128,4.0,65000.0,3,9,0
32.0,0,2,63,6.0,80000.0,0,1,1
45.0,1,3,39,14.0,140000.0,4,9,0
26.0,0,1,128,2.0,45000.0,3,8,0
38.0,1,2,57,8.0,95000.0,0,2,1
27.0,0,0,57,1.0,32000.0,3,7,0
33.0,1,1,128,5.0,70000.0,2,9,0
42.0,0,2,39,12.0,120000.0,2,4,0
29.0,1,2,63,4.0,70000.0,4,5,1
36.0,0,2,128,7.0,85000.0,4,9,0
30.0,1,0,56,2.0,33000.0,1,1,0
43.0,0,3,63,15.0,150000.0,4,5,1
34.0,1,1,128,3.0,50000.0,3,7,0
25.0,0,2,57,1.0,32000.0,3,9,0
37.0,1,3,39,11.0,115000.0,0,9,0
28.0,1,1,112,3.0,60000.0,2,6,0
37.0,0,2,76,9.0,100000.0,2,6,0
43.0,1,3,27,15.0,150000.0,1,3,0
31.0,0,1,61,4.0,55000.0,2,9,0
24.0,1,0,100,1.0,30000.0,2,6,0
29.0,0,2,111,5.0,70000.0,3,8,0
35.0,1,1,83,8.0,90000.0,3,1,0
26.0,0,2,74,2.0,40000.0,1,9,0
42.0,1,3,27,12.0,130000.0,0,9,0
34.0,0,1,63,6.0,75000.0,0,1,0
27.0,1,0,100,2.0,35000.0,2,9,0
38.0,0,2,76,10.0,110000.0,1,3,0
30.0,1,1,112,4.0,65000.0,1,3,0
45.0,1,3,27,18.0,180000.0,2,4,0
25.0,0,1,111,1.0,35000.0,0,9,0
40.0,0,2,63,11.0,120000.0,2,4,0
33.0,1,1,83,6.0,75000.0,4,5,0
29.0,0,0,100,1.0,30000.0,4,0,0
44.0,1,3,27,16.0,160000.0,4,5,0
26.0,1,1,111,3.0,60000.0,0,1,0
36.0,0,2,74,8.0,85000.0,2,9,0
31.0,1,1,83,5.0,70000.0,2,4,0
27.0,0,2,61,3.0,50000.0,0,2,0
42.0,1,3,27,13.0,140000.0,0,1,0
34.0,0,1,63,6.0,75000.0,3,1,0
28.0,1,0,100,2.0,35000.0,2,4,0
39.0,0,2,76,10.0,110000.0,3,8,0
31.0,1,1,112,4.0,65000.0,1,9,0
45.0,1,3,27,18.0,180000.0,1,9,0
25.0,0,1,111,1.0,35000.0,2,4,0
40.0,0,2,63,11.0,120000.0,2,4,0
33.0,1,1,83,6.0,75000.0,3,7,0
29.0,0,0,100,1.0,30000.0,4,0,0
44.0,1,3,27,16.0,160000.0,1,1,0
26.0,1,1,111,3.0,60000.0,2,4,0
36.0,0,2,74,8.0,85000.0,4,0,0
31.0,1,1,83,5.0,70000.0,3,8,0
27.0,0,2,61,3.0,50000.0,1,3,0
42.0,1,3,27,13.0,140000.0,2,9,0
34.0,0,1,63,6.0,75000.0,0,1,0
28.0,1,0,100,2.0,35000.0,0,9,0
39.0,0,2,76,10.0,110000.0,3,8,0
31.0,1,1,112,4.0,65000.0,0,9,0
45.0,1,3,27,18.0,180000.0,3,9,0
25.0,0,1,111,1.0,35000.0,0,9,0
40.0,0,2,63,11.0,120000.0,3,9,0
33.0,1,1,83,6.0,75000.0,2,6,0
29.0,0,0,100,1.0,30000.0,0,1,0
44.0,1,3,27,16.0,160000.0,0,9,0
26.0,1,1,111,3.0,60000.0,1,9,0
36.0,0,2,74,8.0,85000.0,2,6,0
31.0,1,1,83,5.0,70000.0,3,1,0
27.0,0,2,61,3.0,50000.0,2,4,0
42.0,1,3,27,13.0,140000.0,2,4,0
34.0,0,1,63,6.0,75000.0,1,3,0
28.0,1,0,100,2.0,35000.0,3,9,0
39.0,0,2,76,10.0,110000.0,3,7,0
31.0,1,1,112,4.0,65000.0,2,4,0
45.0,1,3,27,18.0,180000.0,1,3,0
25.0,0,1,111,1.0,35000.0,4,1,0
40.0,0,2,63,11.0,120000.0,0,9,0
33.0,1,1,83,6.0,75000.0,2,4,0
29.0,0,0,100,1.0,30000.0,0,2,0
44.0,1,3,27,16.0,160000.0,1,9,0
26.0,1,1,111,3.0,60000.0,0,1,0
36.0,0,2,74,8.0,85000.0,2,6,0
31.0,1,1,83,5.0,70000.0,2,6,0
27.0,0,2,61,3.0,50000.0,3,1,0
42.0,1,3,27,13.0,140000.0,0,2,0
34.0,0,1,63,6.0,75000.0,0,9,0
28.0,1,0,100,2.0,35000.0,0,9,0
39.0,0,2,76,10.0,110000.0,3,1,0
31.0,1,1,112,4.0,65000.0,4,0,0
45.0,1,3,27,18.0,180000.0,3,1,0
25.0,0,1,111,1.0,35000.0,0,9,0
40.0,0,2,63,11.0,120000.0,0,9,0
33.0,1,1,83,6.0,75000.0,0,9,0
29.0,0,0,100,1.0,30000.0,0,2,0
44.0,1,3,27,16.0,160000.0,1,3,0
26.0,1,1,111,3.0,60000.0,4,0,0
36.0,0,2,74,8.0,85000.0,1,9,0
31.0,1,1,83,5.0,70000.0,2,9,0
27.0,0,2,61,3.0,50000.0,0,1,0
42.0,1,3,27,13.0,140000.0,4,0,0
34.0,0,1,63,6.0,75000.0,2,6,0
28.0,1,0,100,2.0,35000.0,3,9,0
39.0,0,2,76,10.0,110000.0,2,4,0
31.0,1,1,112,4.0,65000.0,3,7,0
45.0,1,3,27,18.0,180000.0,2,9,0
25.0,0,1,111,1.0,35000.0,4,1,0
40.0,0,2,63,11.0,120000.0,1,1,0
33.0,1,1,83,6.0,75000.0,0,1,0
29.0,0,0,100,1.0,30000.0,0,1,0
44.0,1,3,27,16.0,160000.0,2,9,0
26.0,1,1,111,3.0,60000.0,0,1,0
36.0,0,2,74,8.0,85000.0,1,9,0
31.0,1,1,83,5.0,70000.0,4,0,0
27.0,0,2,61,3.0,50000.0,1,9,0
42.0,1,3,27,13.0,140000.0,4,9,0
34.0,0,1,63,6.0,75000.0,3,9,0
28.0,1,0,100,2.0,35000.0,0,2,0
39.0,0,2,76,10.0,110000.0,2,9,0
31.0,1,1,112,4.0,65000.0,2,9,0
45.0,1,3,27,18.0,180000.0,1,9,0
25.0,0,1,111,1.0,35000.0,3,7,0
40.0,0,2,63,11.0,120000.0,1,9,0
33.0,1,1,83,6.0,75000.0,4,9,0
29.0,0,0,100,1.0,30000.0,2,9,0
44.0,1,3,27,16.0,160000.0,0,2,0
26.0,1,1,111,3.0,60000.0,4,0,0
36.0,0,2,74,8.0,85000.0,0,2,0
31.0,1,1,83,5.0,70000.0,1,9,0
27.0,0,2,61,3.0,50000.0,3,8,0
42.0,1,3,27,13.0,140000.0,4,0,0
34.0,0,1,63,6.0,75000.0,0,2,0
28.0,1,0,100,2.0,35000.0,3,8,0
39.0,0,2,76,10.0,110000.0,0,9,0
31.0,1,1,112,4.0,65000.0,0,2,0
45.0,1,3,27,18.0,180000.0,1,3,0
25.0,0,1,111,1.0,35000.0,1,3,0
40.0,0,2,63,11.0,120000.0,2,9,0
33.0,1,1,83,6.0,75000.0,0,2,0
29.0,0,0,100,1.0,30000.0,3,8,0
44.0,1,3,27,16.0,160000.0,3,9,0
26.0,1,1,111,3.0,60000.0,0,9,0
27.0,1,1,112,3.0,60000.0,3,1,0
38.0,0,2,76,9.0,100000.0,3,8,0
44.0,1,3,27,15.0,150000.0,4,1,0
30.0,0,1,61,4.0,55000.0,1,1,0
23.0,1,0,100,1.0,30000.0,1,1,0
28.0,0,2,111,5.0,70000.0,2,4,0
34.0,1,1,83,8.0,90000.0,2,9,0
25.0,0,2,74,2.0,40000.0,1,3,0
41.0,1,3,27,12.0,130000.0,4,9,0
33.0,0,1,63,6.0,75000.0,4,5,0
26.0,1,0,100,2.0,35000.0,0,1,0
37.0,0,2,76,10.0,110000.0,2,9,0
29.0,1,1,112,4.0,65000.0,1,9,0
46.0,1,3,27,18.0,180000.0,3,9,0
26.0,0,1,111,1.0,35000.0,4,5,0
39.0,0,2,63,11.0,120000.0,4,9,0
32.0,1,1,83,6.0,75000.0,2,9,0
28.0,0,0,100,1.0,30000.0,4,5,0
43.0,1,3,27,16.0,160000.0,0,1,0
27.0,1,1,111,3.0,60000.0,1,1,0
35.0,0,2,74,8.0,85000.0,3,8,0
30.0,1,1,83,5.0,70000.0,4,1,0
26.0,0,2,61,3.0,50000.0,4,0,0
41.0,1,3,27,13.0,140000.0,3,8,0
33.0,0,1,63,6.0,75000.0,3,9,0
27.0,1,0,100,2.0,35000.0,2,9,0
38.0,0,2,76,10.0,110000.0,4,9,0
29.0,1,1,112,4.0,65000.0,1,1,0
46.0,1,3,27,18.0,180000.0,1,9,0
26.0,0,1,111,1.0,35000.0,0,9,0
39.0,0,2,63,11.0,120000.0,4,9,0
32.0,1,1,83,6.0,75000.0,2,4,0
28.0,0,0,100,1.0,30000.0,2,4,0
43.0,1,3,27,16.0,160000.0,0,2,0
27.0,1,1,111,3.0,60000.0,3,8,0
35.0,0,2,74,8.0,85000.0,4,1,0
30.0,1,1,83,5.0,70000.0,4,0,0
26.0,0,2,61,3.0,50000.0,3,8,0
41.0,1,3,27,13.0,140000.0,4,5,0
33.0,0,1,63,6.0,75000.0,4,1,0
27.0,1,0,100,2.0,35000.0,4,0,0
38.0,0,2,76,10.0,110000.0,4,0,0
29.0,1,1,112,4.0,65000.0,3,7,0
46.0,1,3,27,18.0,180000.0,1,3,0
26.0,0,1,111,1.0,35000.0,2,4,0
39.0,0,2,63,11.0,120000.0,4,0,0
32.0,1,1,83,6.0,75000.0,3,8,0
28.0,0,0,100,1.0,30000.0,2,9,0
43.0,1,3,27,16.0,160000.0,1,9,0
27.0,1,1,111,3.0,60000.0,2,6,0
35.0,0,2,74,8.0,85000.0,2,6,0
30.0,1,1,83,5.0,70000.0,3,7,0
26.0,0,2,61,3.0,50000.0,4,1,0
41.0,1,3,27,13.0,140000.0,3,8,0
33.0,0,1,63,6.0,75000.0,0,2,0
27.0,1,0,100,2.0,35000.0,4,9,0
38.0,0,2,76,10.0,110000.0,0,2,0
29.0,1,1,112,4.0,65000.0,1,1,0
46.0,1,3,27,18.0,180000.0,3,8,0
26.0,0,1,111,1.0,35000.0,0,1,0
39.0,0,2,63,11.0,120000.0,1,1,0
32.0,1,1,83,6.0,75000.0,2,4,0
28.0,0,0,100,1.0,30000.0,2,4,0
43.0,1,3,27,16.0,160000.0,1,1,0
27.0,1,1,111,3.0,60000.0,2,9,0
35.0,0,2,74,8.0,85000.0,1,3,0
30.0,1,1,83,5.0,70000.0,1,9,0
26.0,0,2,61,3.0,50000.0,2,6,0
41.0,1,3,27,13.0,140000.0,3,8,0
33.0,0,1,63,6.0,75000.0,1,9,0
27.0,1,0,100,2.0,35000.0,0,2,0
38.0,0,2,76,10.0,110000.0,4,0,0
29.0,1,1,112,4.0,65000.0,0,1,0
46.0,1,3,27,18.0,180000.0,0,9,0
26.0,0,1,111,1.0,35000.0,4,1,0
39.0,0,2,63,11.0,120000.0,1,3,0
32.0,1,1,83,6.0,75000.0,4,1,0
28.0,0,0,100,1.0,30000.0,0,2,0
43.0,1,3,27,16.0,160000.0,0,9,0
27.0,1,1,111,3.0,60000.0,1,1,0
35.0,0,2,74,8.0,85000.0,3,1,0
30.0,1,1,83,5.0,70000.0,0,2,0
26.0,0,2,61,3.0,50000.0,4,9,0
41.0,1,3,27,13.0,140000.0,0,1,0
33.0,0,1,63,6.0,75000.0,1,1,0
27.0,1,0,100,2.0,35000.0,1,1,0
38.0,0,2,76,10.0,110000.0,3,8,0
29.0,1,1,112,4.0,65000.0,3,9,0
46.0,1,3,27,18.0,180000.0,3,1,0
26.0,0,1,111,1.0,35000.0,0,9,0
39.0,0,2,63,11.0,120000.0,3,1,0
32.0,1,1,83,6.0,75000.0,4,0,0
28.0,0,0,100,1.0,30000.0,3,8,0
43.0,1,3,27,16.0,160000.0,3,8,0
27.0,1,1,111,3.0,60000.0,2,4,0
35.0,0,2,74,8.0,85000.0,2,9,0
30.0,1,1,83,5.0,70000.0,2,4,0
26.0,0,2,61,3.0,50000.0,1,3,0
41.0,1,3,27,13.0,140000.0,1,3,0
33.0,0,1,63,6.0,75000.0,0,2,0
27.0,1,0,100,2.0,35000.0,0,1,0
38.0,0,2,76,10.0,110000.0,1,3,0
29.0,1,1,112,4.0,65000.0,2,4,0
46.0,1,3,27,18.0,180000.0,3,1,0
26.0,0,1,111,1.0,35000.0,1,9,0
39.0,0,2,63,11.0,120000.0,2,6,0
32.0,1,1,83,6.0,75000.0,4,1,0
28.0,0,0,100,1.0,30000.0,4,0,0
43.0,1,3,27,16.0,160000.0,1,1,0
27.0,1,1,111,3.0,60000.0,3,1,0
35.0,0,2,74,8.0,85000.0,3,8,0
30.0,1,1,83,5.0,70000.0,3,8,0
26.0,0,2,61,3.0,50000.0,2,9,0
41.0,1,3,27,13.0,140000.0,1,3,0
33.0,0,1,63,6.0,75000.0,1,9,0
27.0,1,0,100,2.0,35000.0,3,9,0
38.0,0,2,76,10.0,110000.0,3,7,0
29.0,1,1,112,4.0,65000.0,1,1,0
46.0,1,3,27,18.0,180000.0,2,9,0
26.0,0,1,111,1.0,35000.0,0,9,0
39.0,0,2,63,11.0,120000.0,0,2,0
32.0,1,1,83,6.0,75000.0,1,3,0
28.0,0,0,100,1.0,30000.0,1,9,0
43.0,1,3,27,16.0,160000.0,0,9,0
27.0,1,1,111,3.0,60000.0,2,6,0
24.0,1,1,112,2.0,55000.0,1,1,0
32.0,0,2,76,7.0,90000.0,3,1,0
45.0,1,3,27,16.0,160000.0,0,1,0
28.0,0,1,61,4.0,60000.0,1,9,0
22.0,1,0,100,1.0,25000.0,4,0,0
29.0,0,2,111,5.0,70000.0,0,1,0
36.0,1,1,83,8.0,100000.0,0,1,0
27.0,0,1,74,3.0,45000.0,3,1,0
42.0,1,3,27,14.0,140000.0,0,1,0
34.0,0,1,63,6.0,75000.0,1,3,0
25.0,1,0,100,2.0,30000.0,4,0,0
39.0,0,2,76,11.0,120000.0,1,3,0
30.0,1,1,112,4.0,65000.0,1,9,0
47.0,1,3,27,19.0,190000.0,0,2,0
25.0,0,1,111,1.0,35000.0,2,6,0
40.0,0,2,63,12.0,130000.0,2,4,0
33.0,1,1,83,7.0,85000.0,0,1,0
29.0,0,0,100,1.0,25000.0,0,1,0
44.0,1,3,27,15.0,150000.0,2,9,0
28.0,1,1,111,3.0,60000.0,0,2,0
36.0,0,2,74,9.0,100000.0,4,1,0
31.0,1,1,83,6.0,75000.0,1,9,0
27.0,0,2,61,3.0,50000.0,0,9,0
42.0,1,3,27,14.0,140000.0,2,6,0
34.0,0,1,63,6.0,75000.0,1,3,0
26.0,1,0,100,2.0,30000.0,2,4,0
39.0,0,2,76,11.0,120000.0,3,9,0
30.0,1,1,112,4.0,65000.0,2,6,0
47.0,1,3,27,19.0,190000.0,0,9,0
25.0,0,1,111,1.0,35000.0,0,2,0
40.0,0,2,63,12.0,130000.0,2,9,0
33.0,1,1,83,7.0,85000.0,3,8,0
29.0,0,0,100,1.0,25000.0,0,2,0
44.0,1,3,27,15.0,150000.0,1,9,0
28.0,1,1,111,3.0,60000.0,2,4,0
36.0,0,2,74,9.0,100000.0,2,4,0
31.0,1,1,83,6.0,75000.0,4,1,0
27.0,0,2,61,3.0,50000.0,4,5,0
42.0,1,3,27,14.0,140000.0,1,9,0
34.0,0,1,63,6.0,75000.0,0,9,0
26.0,1,0,100,2.0,30000.0,4,9,0
39.0,0,2,76,11.0,120000.0,2,6,0
30.0,1,1,112,4.0,65000.0,2,9,0
47.0,1,3,27,19.0,190000.0,0,2,0
25.0,0,1,111,1.0,35000.0,0,1,0
